episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
120,1.0,5.9590206480450725,-1.6828003934440525,121.70288764599579,-30.0,1.0,2,0.0,False,True,0.3054026435660843,0,45.933328898930526,4252.338,prepare,0.0
120,2.0,5.9591968362191965,-1.6829759512652236,121.70334033727543,0.0,0.3333333333333333,3,1.0,False,True,0.30487589418114036,0,45.933328898930526,4252.427,in_progress,0.0
120,3.0,5.956371222933415,-1.67756302962473,121.54949394261811,0.0,0.3333333333333333,3,1.0,False,True,0.31813449043963393,0,45.933328898930526,4252.485,in_progress,0.0
120,4.0,5.94448972795537,-1.662113434618765,122.03834855543897,0.0,0.3333333333333333,3,1.0,False,True,0.3603440408676355,0,45.933328898930526,4252.562,in_progress,0.0
120,5.0,5.931334210871093,-1.6449525993028886,122.53997969919136,-30.0,0.3333333333333333,0,1.0,False,True,0.40718077841517003,0,45.933328898930526,4252.612,in_progress,0.0
120,6.0,5.916348940053252,-1.6255698500499411,123.08018808430639,-30.0,0.6666666666666666,1,1.0,False,True,0.4602264000535051,0,45.933328898930526,4252.684,in_progress,0.0
120,7.0,5.9029103577918525,-1.602225141963764,122.7128849106101,-30.0,0.6666666666666666,1,1.0,False,True,0.5188406087814823,0,45.933328898930526,4252.75,in_progress,0.0
120,8.0,5.886532819707522,-1.5655014610418558,121.2512116446694,0.0,0.3333333333333333,3,1.0,False,True,0.6055975991997153,0,45.933328898930526,4252.828,in_progress,0.0
120,9.0,5.868691911994511,-1.5255366355396172,119.96113420438262,0.0,0.3333333333333333,3,1.0,False,True,0.7000320662450621,1,45.933328898930526,4252.889,in_progress,0.0
120,10.0,5.853050800906162,-1.4878114884571647,118.72672347740318,30.0,0.3333333333333333,6,1.0,False,True,0.7878013612258755,1,45.933328898930526,4252.947,in_progress,0.0
120,11.0,5.840897326452813,-1.4606489487645191,118.15002219727913,0.0,0.3333333333333333,3,1.0,False,True,0.8520164964658936,1,45.933328898930526,4253.024,in_progress,0.0
120,12.0,5.830536361693769,-1.4388484328118045,117.9009064499657,-30.0,0.3333333333333333,0,1.0,False,True,0.9042493340475722,1,45.933328898930526,4253.081,in_progress,0.0
120,13.0,5.822050844561813,-1.4194275640992042,117.51868598093189,-30.0,0.3333333333333333,0,1.0,False,True,0.9499288574530609,1,45.933328898930526,4253.163,in_progress,0.0
120,14.0,5.814142945904092,-1.4010900336331882,117.15588217342302,30.0,0.6666666666666666,7,1.0,False,True,0.9929409681132472,1,45.933328898930526,4253.226,in_progress,0.0
120,15.0,5.804836131991389,-1.3758368506205192,116.3516663888605,0.0,0.3333333333333333,3,1.0,False,True,1.0503626340409717,1,45.933328898930526,4253.281,in_progress,0.0
120,16.0,5.795783719246505,-1.3517386397805806,115.73777065223612,-30.0,0.3333333333333333,0,1.0,False,True,1.1053540183271893,1,45.933328898930526,4253.349,in_progress,0.0
120,17.0,5.789216211213817,-1.3309276633270366,114.97980190252756,30.0,0.6666666666666666,7,1.0,False,True,1.1514137689328299,1,45.933328898930526,4253.421,in_progress,0.0
120,18.0,5.780589152849698,-1.30607323560851,114.26998243479979,30.0,0.6666666666666666,7,1.0,False,True,1.207319127857465,1,45.933328898930526,4253.488,in_progress,0.0
120,19.0,5.7665863901557115,-1.2728662434968092,114.03109707227505,0.0,1.0,5,1.0,False,True,1.2848454999359324,1,45.933328898930526,4253.561,in_progress,0.0
120,20.0,5.749462072251368,-1.2323278941597522,113.75170424353108,30.0,0.6666666666666666,7,1.0,False,True,1.3893056123236835,1,45.933328898930526,4253.619,in_progress,0.0
120,21.0,5.726555945306689,-1.1872272511531274,114.42795555757121,-30.0,0.3333333333333333,0,1.0,False,True,1.4994294727891293,1,45.933328898930526,4253.672,in_progress,0.0
